Age Range,Zip Code,City,Gender,Donors,Non-Donors,ID Card Donors,ID Card Non-Donors,Driver License Donors,Driver License Non-Donors,ID Card/Driver License Donors,ID Card/Driver License Non-Donors
66-70,19971,DEWEY BEACH,F,13,4,0,17,13,4,0,0
71+,19961,LITTLE CREEK,F,1,7,0,8,1,7,0,0
26-30,19736,YORKLYN,F,6,0,0,6,6,0,1,0
56-60,19901,LEIPSIC,F,3,2,0,5,3,2,0,0
66-70,19734,TOWNSEND,F,176,165,2,339,174,167,1,6
51-55,19733,SAINT GEORGES,M,2,10,0,12,2,10,0,0
51-55,19736,YORKLYN,M,7,6,1,12,6,7,0,0
51-55,19731,PORT PENN,M,5,6,0,11,5,6,0,1
18-20,19716,NEWARK,M,0,1,0,1,0,1,0,0
66-70,19702,CHRISTIANA,M,1,2,0,3,1,2,0,0
61-65,19934,CAMDEN-WYOMING,F,34,27,0,61,34,27,0,0
56-60,19934,CAMDEN WYO,M,1,1,0,2,1,1,0,0
41-45,19733,SAINT GEORGES,M,2,3,1,4,1,4,1,0
71+,19955,KENTON,M,8,13,1,20,7,14,0,0
51-55,19964,MARYDEL,M,25,33,4,54,21,37,0,1
18-20,19955,KENTON,M,0,2,0,2,0,2,0,0
36-40,19902,DOVER,M,1,0,0,1,1,0,0,0
36-40,19720,NEWCASTLE,F,1,1,0,2,1,1,0,0
71+,19980,WOODSIDE,M,5,5,0,10,5,5,0,0
36-40,19901,LEIPSIC,F,3,1,0,4,3,1,0,0
66-70,19708,KIRKWOOD,F,1,2,0,3,1,2,0,0
26-30,19902,DOVER,F,1,0,0,1,1,0,0,0
16-17,19730,ODESSA,M,0,1,0,1,0,1,0,0
66-70,19720,NEW-CASTLE-,M,0,1,0,1,0,1,0,0
18-20,19901,LEIPSIC,M,1,0,0,1,1,0,0,0
36-40,19961,LITTLE CREEK,M,0,1,0,1,0,1,0,0
66-70,19955,KENTON,M,4,3,1,6,3,4,0,0
31-35,19936,CHESWOLD,M,7,12,1,18,6,13,0,2
21-25,19934,CAMDEN-WYOMING,F,3,1,1,3,2,2,0,0
36-40,19733,SAINT GEORGES,F,8,3,0,11,8,3,1,0
51-55,19931,BETHEL,F,5,1,0,6,5,1,0,0
<16,19977,SMYRNA,M,0,1,0,1,0,1,0,0
51-55,19710,MONTCHANIN,M,1,3,0,4,1,3,0,0
51-55,19809,BELLEFONTE,F,5,3,0,8,5,3,0,0
71+,19710,MONTCHANIN,F,7,8,0,15,7,8,0,0
16-17,19930,BETHANY BEACH,M,2,0,0,2,2,0,0,0
36-40,19944,FENWICK ISLAND,M,4,4,0,8,4,4,0,1
26-30,19934,WYOMING,F,37,14,2,49,35,16,2,2
26-30,19807,GREENVILLE,M,3,1,0,4,3,1,0,0
41-45,19901,LEIPSIC,F,5,1,0,6,5,1,0,0
51-55,19702,CHRISTIANA,F,2,1,0,3,2,1,0,0
26-30,19808,MARSHALLTON,M,1,3,0,4,1,3,0,1
36-40,19902,DOVER AFB,M,0,2,0,2,0,2,0,0
66-70,19936,CHESWOLD,F,2,5,0,7,2,5,0,0
51-55,19803,TALLEYVILLE,M,7,7,0,14,7,7,1,1
66-70,19971,REHOBOTH,M,12,10,0,22,12,10,0,0
61-65,19931,BETHEL,F,10,5,0,15,10,5,0,0
26-30,19804,NEWPORT,F,17,7,1,23,16,8,1,0
56-60,19971,DEWEY BEACH,F,13,2,0,15,13,2,1,0
41-45,19971,DEWEY BEACH,F,8,2,0,10,8,2,0,1
21-25,19730,ODESSA,M,5,10,2,13,3,12,1,1
66-70,19731,PORT PENN,F,6,4,0,10,6,4,0,0
18-20,19940,DELMAR,F,80,36,5,111,75,41,9,3
18-20,19717,NEWARK,F,4,3,0,7,4,3,0,0
36-40,19732,ROCKLAND,M,3,0,0,3,3,0,0,0
26-30,19973,BLADES,F,0,1,0,1,0,1,0,0
71+,19808,MARSHALLTON,F,3,1,1,3,2,2,0,0
21-25,19955,KENTON,M,2,3,0,5,2,3,0,1
18-20,19971,DEWEY BEACH,F,3,1,0,4,3,1,0,0
61-65,19944,FENWICK ISLAND,M,17,8,0,25,17,8,0,0
45-50,19944,FENWICK ISLAND,M,5,7,0,12,5,7,0,0
61-65,19802,WILM,M,0,1,0,1,0,1,0,0
16-17,19732,ROCKLAND,F,1,0,0,1,1,0,0,0
26-30,19953,ARTLY,M,0,1,0,1,0,1,0,0
61-65,19944,FENWICK ISLAND,F,17,10,0,27,17,10,0,0
61-65,19901,LEIPSIC,F,0,3,0,3,0,3,0,0
26-30,19807,GREENVILLE,F,5,1,0,6,5,1,0,1
18-20,19733,SAINT GEORGES,F,3,1,0,4,3,1,0,0
18-20,19975,SELBYVILLE,M,61,44,3,102,58,47,6,5
26-30,19716,NEWARK,M,2,2,0,4,2,2,0,0
56-60,19805,ELSMERE,F,8,10,2,16,6,12,0,1
41-45,19934,CAMDEN-WYOMING,M,11,20,1,30,10,21,0,0
45-50,19807,GREENVILLE,M,1,2,0,3,1,2,0,0
61-65,19901,DOVER DEL,M,0,1,0,1,0,1,0,0
66-70,19804,NEWPORT,M,7,7,0,14,7,7,0,0
66-70,19944,FENWICK ISLAND,M,18,8,0,26,18,8,0,0
41-45,19735,WINTERTHUR,F,2,0,0,2,2,0,0,0
61-65,19808,MARSHALLTON,F,2,1,0,3,2,1,0,0
56-60,19805,WILMINGTON DE,M,1,0,0,1,1,0,0,0
41-45,19809,BELLEFONTE,F,5,1,0,6,5,1,0,0
36-40,19970,MILLVILLE,M,1,0,0,1,1,0,0,0
26-30,19950,FARMINGTON,F,0,1,0,1,0,1,0,0
36-40,19710,MONTCHANIN,F,1,0,0,1,1,0,0,0
61-65,19803,TALLEYVILLE,F,8,6,0,14,8,6,0,0
56-60,19971,REHOBOTH,M,7,3,1,9,6,4,0,0
36-40,19735,WINTERTHUR,F,2,0,0,2,2,0,0,0
45-50,19934,CAMDEN,M,43,38,0,81,43,38,1,4
36-40,19731,PORT PENN,F,2,1,1,2,1,2,0,0
18-20,19979,VIOLA,F,5,5,0,10,5,5,0,1
61-65,19955,KENTON,M,3,3,0,6,3,3,0,0
45-50,19934,WYOMING,M,15,21,1,35,14,22,0,2
45-50,19970,MILLVILLE,F,2,0,0,2,2,0,0,0
66-70,19950,GREENWOOD DE,M,0,1,0,1,0,1,0,0
31-35,19717,NEWARK,M,0,2,0,2,0,2,0,0
36-40,19952,HARRINHTON,M,0,1,0,1,0,1,0,0
51-55,19733,ST GEORGES,F,2,0,0,2,2,0,0,0
56-60,19901,DOVER-DELAWARE-,M,0,1,0,1,0,1,0,0
51-55,19730,ODESSA,M,8,5,1,12,7,6,0,0
41-45,19807,GREENVILLE,F,1,2,0,3,1,2,0,0
31-35,19808,MARSHALLTON,M,1,0,0,1,1,0,0,0
16-17,19934,WYOMING,M,5,2,0,7,5,2,0,0
66-70,19804,NEWPORT,F,8,9,0,17,8,9,0,0
26-30,19733,SAINT GEORGES,M,6,8,0,14,6,8,0,0
66-70,19736,YORKLYN,M,7,2,0,9,7,2,0,0
61-65,19702,CHRISTIANA,F,0,1,0,1,0,1,0,0
31-35,19934,CAMDEN WYO,F,7,4,0,11,7,4,1,0
18-20,19930,BETHANY BEACH,F,13,3,1,15,12,4,1,1
21-25,19730,ODESSA,F,8,4,1,11,7,5,0,1
45-50,19936,CHESWOLD,M,1,5,0,6,1,5,0,0
51-55,19944,FENWICK ISLAND,F,11,2,0,13,11,2,0,0
21-25,19936,CHESWOLD,M,4,11,1,14,3,12,2,3
21-25,19710,MONTCHANIN,F,6,2,0,8,6,2,0,0
45-50,19710,MONTCHANIN,M,1,1,0,2,1,1,0,0
18-20,19809,BELLEFONTE,F,0,1,0,1,0,1,0,0
31-35,19898,WILMINGTON,M,0,1,0,1,0,1,0,0
18-20,19901,LEIPSIC,F,1,1,0,2,1,1,0,0
16-17,19931,BETHEL,M,1,2,0,3,1,2,0,0
18-20,19944,FENWICK ISLAND,M,3,0,0,3,3,0,0,0
66-70,19958,LEWES DE,M,0,1,0,1,0,1,0,0
66-70,19732,ROCKLAND,M,9,4,0,13,9,4,0,0
26-30,19934,CAMDEN-WYOMING,F,14,10,0,24,14,10,0,0
18-20,19710,MONTCHANIN,F,2,0,0,2,2,0,0,0
36-40,19931,BETHEL,M,2,4,0,6,2,4,0,0
36-40,19973,BLADES,F,2,1,1,2,1,2,0,0
45-50,19955,KENTON,F,3,6,0,9,3,6,0,1
26-30,19712,NEWARK,M,1,1,0,2,1,1,0,0
56-60,19733,ST GEORGES,F,3,1,0,4,3,1,0,0
45-50,19804,NEWPORT,F,7,5,1,11,6,6,0,0
51-55,19732,ROCKLAND,F,3,3,0,6,3,3,0,0
36-40,19808,MARSHALLTON,M,2,2,0,4,2,2,0,0
26-30,19971,DEWEY BEACH,F,5,0,0,5,5,0,0,0
61-65,19971,DEWEY BEACH,M,8,6,0,14,8,6,0,0
16-17,19934,WYOMING,F,4,3,1,6,3,4,2,0
21-25,19901,LEIPSIC,F,6,0,0,6,6,0,0,0
31-35,19714,NEWARK,F,1,0,0,1,1,0,1,0
16-17,19804,NEWPORT,M,2,1,0,3,2,1,0,1
45-50,19964,MARYDEL,F,23,22,0,45,23,22,0,0
31-35,19934,CAMDEN-WYOMING,F,17,8,0,25,17,8,0,2
41-45,19710,MONTCHANIN,F,3,1,0,4,3,1,0,0
36-40,19977,SMYRNA DE,M,1,0,0,1,1,0,0,0
61-65,19733,SAINT GEORGES,M,8,6,0,14,8,6,0,0
21-25,19807,GREENVILLE,F,2,1,0,3,2,1,0,0
26-30,19716,NEWARK,F,3,1,0,4,3,1,0,0
56-60,19736,YORKLYN,M,2,1,0,3,2,1,0,0
66-70,19961,LITTLE CREEK,F,3,0,0,3,3,0,0,0
41-45,19731,PORT PENN,M,4,3,0,7,4,3,0,0
41-45,19901,LEIPSIC,M,4,4,2,6,2,6,0,1
31-35,19961,LITTLE CREEK,F,1,1,0,2,1,1,0,1
31-35,19807,GREENVILLE,M,3,1,0,4,3,1,0,0
66-70,19971,REHOBOTH BCH,M,17,14,0,31,17,14,0,1
16-17,19953,HARTLY,M,11,5,0,16,11,5,0,0
51-55,19901,LEIPSIC,M,2,4,1,5,1,5,1,0
71+,19964,MARYDEL,M,32,46,2,76,30,48,2,0
51-55,19955,KENTON,M,7,8,0,15,7,8,0,1
51-55,19902,DOVER AFB,M,1,1,0,2,1,1,0,0
66-70,19901,LEIPSIC,F,2,4,0,6,2,4,0,1
26-30,19980,WOODSIDE,M,4,1,0,5,4,1,0,0
61-65,19936,CHESWOLD,M,2,11,0,13,2,11,0,0
61-65,19731,PORT PENN,F,7,3,0,10,7,3,0,1
18-20,19934,CAMDEN-WYOMING,F,2,0,0,2,2,0,1,0
66-70,19954,HOUSTON,M,22,38,0,60,22,38,0,0
71+,19903,DOVER,M,1,1,0,2,1,1,0,0
31-35,19931,BETHEL,M,3,4,0,7,3,4,0,1
61-65,19730,ODESSA,F,6,10,0,16,6,10,0,0
31-35,19730,ODESSA,M,8,6,1,13,7,7,2,1
51-55,19901,LEIPSIC,F,1,0,1,0,0,1,0,0
71+,19732,ROCKLAND,M,18,8,1,25,17,9,0,1
18-20,19803,TALLEYVILLE,M,5,1,0,6,5,1,0,0
56-60,19810,WILMINGTON DE,M,0,1,0,1,0,1,0,0
56-60,19730,ODESSA,M,10,8,1,17,9,9,1,0
56-60,19808,MARSHALLTON,F,1,1,0,2,1,1,0,0
45-50,19931,BETHEL,F,7,4,0,11,7,4,0,0
45-50,19899,WILMINGTON,F,0,1,0,1,0,1,0,1
31-35,19809,BELLEFONTE,F,2,1,0,3,2,1,0,0
31-35,19901,LEIPSIC,F,6,2,0,8,6,2,0,2
61-65,19905,DOVER,M,1,0,1,0,0,1,1,0
41-45,19809,BELLEFONTE,M,4,3,0,7,4,3,0,0
71+,19961,LITTLE CREEK,M,5,2,0,7,5,2,0,0
71+,19934,WYOMING,F,35,53,1,87,34,54,0,1
16-17,19804,NEWPORT,F,2,2,0,4,2,2,0,1
26-30,19901,LEIPSIC,M,5,4,1,8,4,5,0,1
36-40,19805,WILMINGTON DE,M,0,1,0,1,0,1,0,0
51-55,19936,CHESWOLD,F,5,9,1,13,4,10,0,0
18-20,19934,CAMDEN-WYOMING,M,0,2,0,2,0,2,0,0
66-70,19973,SEAFORD DE,M,0,1,0,1,0,1,0,0
61-65,19904,DOVER DE,M,1,0,0,1,1,0,0,0
41-45,19904,DOVER DE,M,0,1,0,1,0,1,0,0
31-35,19733,ST GEORGES,F,1,0,0,1,1,0,0,0
66-70,19934,CAMDEN WYO,F,2,0,0,2,2,0,0,0
71+,19980,WOODSIDE,F,2,8,0,10,2,8,0,0
56-60,19934,CAMDEN,M,39,45,2,82,37,47,1,2
18-20,19902,DOVER,M,1,0,0,1,1,0,0,0
61-65,19706,DELAWARE CITY,M,29,25,1,53,28,26,0,1
56-60,19710,MONTCHANIN,F,4,2,0,6,4,2,0,0
71+,19966,LONG NECK,M,2,0,0,2,2,0,0,0
51-55,19710,MONTCHANIN,F,8,0,0,8,8,0,0,0
31-35,19716,NEWARK,F,2,4,0,6,2,4,0,0
18-20,19710,MONTCHANIN,M,2,0,0,2,2,0,0,0
21-25,19971,REHOBOTH BCH,F,6,5,0,11,6,5,0,1
45-50,19951,HARBESON,M,30,26,4,52,26,30,3,1
61-65,19802,WELMINGTON,M,0,1,0,1,0,1,0,0
36-40,19736,YORKLYN,M,3,1,0,4,3,1,0,0
51-55,19934,CAMDEN,F,74,49,3,120,71,52,3,1
21-25,19735,WINTERTHUR,F,1,0,0,1,1,0,0,0
51-55,19712,NEWARK,M,0,1,0,1,0,1,0,0
41-45,19971,DEWEY BEACH,M,2,3,0,5,2,3,0,0
18-20,19955,KENTON,F,6,0,0,6,6,0,0,0
56-60,19934,CAMDEN WYO,F,1,4,1,4,0,5,1,0
26-30,19955,KENTON,F,6,6,1,11,5,7,1,0
56-60,19944,FENWICK ISLAND,M,9,2,1,10,8,3,0,0
61-65,19944,FENWICK ISLE,F,1,0,0,1,1,0,0,0
45-50,19803,TALLEYVILLE,F,7,4,1,10,6,5,0,0
51-55,19899,WILMINGTON,M,0,3,0,3,0,3,0,1
61-65,19708,KIRKWOOD,F,0,2,0,2,0,2,0,0
66-70,19979,VIOLA,M,8,14,0,22,8,14,0,0
51-55,19736,YORKLYN,F,6,1,0,7,6,1,0,0
45-50,19709,MINGLEWOOD DR,M,0,1,0,1,0,1,0,0
41-45,19967,MILLVILLE,F,24,9,0,33,24,9,0,0
26-30,19733,SAINT GEORGES,F,7,2,0,9,7,2,2,0
71+,19804,NEWPORT,M,12,12,0,24,12,12,0,0
66-70,19955,KENTON,F,1,6,0,7,1,6,0,0
16-17,19979,VIOLA,M,1,1,0,2,1,1,0,0
71+,19971,REHOBOTH,M,45,37,0,82,45,37,0,0
66-70,19732,ROCKLAND,F,5,0,0,5,5,0,0,0
21-25,19732,ROCKLAND,M,4,0,1,3,3,1,1,0
18-20,19733,SAINT GEORGES,M,4,2,2,4,2,4,3,0
56-60,19973,BLADES,F,1,1,0,2,1,1,0,0
26-30,19804,NEWPORT,M,12,11,0,23,12,11,1,2
36-40,19702,CHRISTIANA,F,1,1,0,2,1,1,0,0
61-65,19934,CAMDEN,M,33,30,0,63,33,30,0,0
18-20,19804,NEWPORT,M,2,3,0,5,2,3,0,0
16-17,19803,TALLEYVILLE,M,1,0,0,1,1,0,0,0
51-55,19980,WOODSIDE,M,1,13,0,14,1,13,0,1
21-25,19804,NEWPORT,F,10,4,0,14,10,4,0,0
51-55,19954,HOUSTON,F,35,26,2,59,33,28,2,0
61-65,19733,SAINT GEORGES,F,7,3,0,10,7,3,0,1
51-55,19709,MIDDLETOWN DELA,M,1,0,0,1,1,0,0,0
61-65,19963,SLAUGHTER BEACH,M,1,0,0,1,1,0,0,0
41-45,19946,FREDERICA DE,M,1,0,0,1,1,0,0,0
31-35,19955,KENTON,M,8,3,1,10,7,4,1,0
45-50,19966,LONG NECK,M,2,0,0,2,2,0,0,0
56-60,19807,GREENVILLE,M,0,2,0,2,0,2,0,0
41-45,19955,KENTON,M,0,5,0,5,0,5,0,0
16-17,19955,KENTON,F,0,1,0,1,0,1,0,0
61-65,19804,NEWPORT,M,8,8,2,14,6,10,1,1
61-65,19979,VIOLA,M,15,14,1,28,14,15,0,0
16-17,19806,WILMINGTON,M,13,7,0,20,13,7,1,1
18-20,19930,BETHANY BEACH,M,13,5,1,17,12,6,2,0
45-50,19808,MARSHALLTON,F,3,0,0,3,3,0,0,0
51-55,19979,VIOLA,M,8,20,1,27,7,21,0,0
56-60,19979,VIOLA,F,18,12,0,30,18,12,0,0
51-55,19941,ELLENDALE,F,46,41,1,86,45,42,2,0
71+,19971,DEWEY BEACH,M,25,12,0,37,25,12,0,1
71+,19901,LEIPSIC,M,2,7,0,9,2,7,0,1
45-50,19901,LEIPSIC,M,3,2,0,5,3,2,0,0
61-65,19733,ST GEORGES,F,1,3,0,4,1,3,0,0
66-70,19979,VIOLA,F,8,10,0,18,8,10,0,0
16-17,19955,KENTON,M,0,1,0,1,0,1,0,0
56-60,19931,BETHEL,M,4,5,0,9,4,5,0,1
61-65,19702,CHRISTIANA,M,2,2,0,4,2,2,0,0
51-55,19805,WILIMINGTON,F,0,1,0,1,0,1,0,1
31-35,19973,BLADES,M,2,0,0,2,2,0,0,0
31-35,19971,DEWEY BEACH,F,6,1,0,7,6,1,0,0
36-40,19964,MARYDEL,M,18,15,1,32,17,16,0,1
41-45,19732,ROCKLAND,M,3,1,0,4,3,1,0,0
21-25,19733,SAINT GEORGES,F,8,3,0,11,8,3,0,0
61-65,19730,ODESSA,M,9,7,1,15,8,8,0,0
71+,19979,VIOLA,M,17,19,2,34,15,21,0,0
66-70,19808,MARSHALLTON,F,0,3,0,3,0,3,0,0
41-45,19979,VIOLA,F,17,6,1,22,16,7,2,1
36-40,19979,VIOLA,M,10,11,1,20,9,12,0,1
31-35,19702,CHRISTIANA,M,3,3,0,6,3,3,0,0
45-50,19807,GREENVILLE,F,2,2,0,4,2,2,0,0
45-50,19736,YORKLYN,F,4,0,0,4,4,0,0,0
36-40,19941,ELLENDALE,F,52,50,6,96,46,56,6,6
31-35,19708,KIRKWOOD,F,0,1,0,1,0,1,0,0
51-55,19714,NEWARK,F,1,0,0,1,1,0,0,0
71+,19708,KIRKWOOD,M,1,5,0,6,1,5,0,0
71+,19803,TALLEYVILLE,F,5,12,0,17,5,12,0,0
61-65,19939,DAGSBORO,M,166,133,4,295,162,137,2,3
41-45,19733,SAINT GEORGES,F,4,2,1,5,3,3,0,0
41-45,19730,ODESSA,M,6,7,0,13,6,7,0,0
18-20,19804,NEWPORT,F,2,5,0,7,2,5,0,2
56-60,19732,ROCKLAND,F,5,6,0,11,5,6,0,0
18-20,19736,YORKLYN,M,2,0,0,2,2,0,0,0
18-20,19803,TALLEYVILLE,F,5,4,0,9,5,4,0,1
51-55,19733,ST GEORGES,M,2,1,0,3,2,1,0,0
26-30,19708,KIRKWOOD,M,2,0,0,2,2,0,0,0
45-50,19733,SAINT GEORGES,M,4,6,0,10,4,6,0,1
26-30,19970,MILLVILLE,F,3,0,0,3,3,0,0,0
56-60,19809,BELLEFONTE,F,7,1,0,8,7,1,0,0
31-35,19730,ODESSA,F,4,2,0,6,4,2,0,0
16-17,19710,MONTCHANIN,M,1,0,0,1,1,0,0,0
21-25,19901,LEIPSIC,M,3,1,1,3,2,2,2,0
45-50,19980,WOODSIDE,F,2,5,1,6,1,6,0,0
71+,19731,PORT PENN,F,3,15,0,18,3,15,0,0
61-65,19980,WOODSIDE,M,5,2,0,7,5,2,0,0
56-60,19807,CENTREVILLE,F,0,1,0,1,0,1,0,0
61-65,19736,YORKLYN,F,7,5,0,12,7,5,0,0
66-70,19951,HARBESON,F,56,35,1,90,55,36,0,0
21-25,19950,FARMINGTON,F,1,0,0,1,1,0,0,0
56-60,19936,CHESWOLD,M,6,11,0,17,6,11,1,0
21-25,19733,ST GEORGES,M,0,2,0,2,0,2,0,0
21-25,19706,DELAWARE CITY,M,28,21,4,45,24,25,6,4
61-65,19931,BETHEL,M,4,9,0,13,4,9,0,0
41-45,19735,WINTERTHUR,M,0,1,0,1,0,1,0,0
66-70,19803,TALLEYVILLE,F,2,3,0,5,2,3,0,0
36-40,19931,BETHEL,F,4,3,0,7,4,3,0,0
16-17,19809,BELLEFONTE,M,3,0,0,3,3,0,0,0
21-25,19951,HARBESON,F,29,18,3,44,26,21,3,4
26-30,19809,BELLEFONTE,F,2,1,0,3,2,1,0,0
36-40,19720,WILMINGTON,F,0,1,0,1,0,1,0,0
31-35,19902,DOVER,M,1,2,0,3,1,2,0,0
36-40,19934,WYOMING,F,42,15,2,55,40,17,1,0
61-65,19955,KENTON,F,11,6,0,17,11,6,0,1
45-50,19971,REHOBOTH,F,2,2,0,4,2,2,0,0
66-70,19702,CHRISTIANA,F,0,1,0,1,0,1,0,0
31-35,19805,WILMINGTON DE,M,0,1,0,1,0,1,0,1
51-55,19934,WYOMING,M,19,11,2,28,17,13,2,1
26-30,19934,CAMDEN-WYOMING,M,14,15,0,29,14,15,0,1
61-65,19805,ELSMERE,M,10,7,1,16,9,8,0,0
45-50,19809,BELLEFONTE,F,6,3,1,8,5,4,0,0
26-30,19973,BLADES,M,2,0,0,2,2,0,0,0
18-20,19730,ODESSA,F,2,3,0,5,2,3,0,1
56-60,19903,DOVER,M,0,1,0,1,0,1,0,1
31-35,19946,FREDERICA,M,95,65,16,144,79,81,15,9
56-60,19955,KENTON,F,6,5,1,10,5,6,0,1
18-20,19950,GREENWOOD,M,61,69,4,126,57,73,7,12
71+,19733,SAINT GEORGES,F,8,5,2,11,6,7,0,0
16-17,19805,ELSMERE,F,0,1,0,1,0,1,0,0
56-60,19901,LEIPSIC,M,2,4,0,6,2,4,0,0
31-35,19733,SAINT GEORGES,M,3,5,1,7,2,6,0,0
31-35,19971,REHOBOTH BCH,M,15,9,0,24,15,9,0,1
61-65,19979,VIOLA,F,26,19,1,44,25,20,0,1
51-55,19735,WINTERTHUR,F,1,1,0,2,1,1,0,0
41-45,19720,NEWCASTLE,M,0,1,0,1,0,1,0,0
18-20,19902,DOVER AFB,F,2,0,0,2,2,0,0,0
61-65,19961,LITTLE CREEK,M,2,0,0,2,2,0,0,0
66-70,19736,YORKLYN,F,5,5,0,10,5,5,0,1
66-70,19971,REHOBOTH BCH,F,19,7,0,26,19,7,0,0
61-65,19733,ST GEORGES,M,3,3,0,6,3,3,0,1
41-45,19944,FENWICK ISLAND,M,4,5,0,9,4,5,0,1
41-45,19966,LONG NECK,F,2,0,0,2,2,0,0,0
41-45,19934,CAMDEN-WYOMING,F,14,14,0,28,14,14,0,0
56-60,19708,KIRKWOOD,F,1,1,0,2,1,1,0,0
66-70,19966,LONG NECK,M,0,1,0,1,0,1,0,0
36-40,19720,NEWCASTLE,M,1,0,1,0,0,1,0,0
56-60,19804,NEWPORT,F,8,9,0,17,8,9,0,0
56-60,19736,YORKLYN,F,11,2,0,13,11,2,0,0
26-30,19961,LITTLE CREEK,F,1,0,0,1,1,0,0,0
36-40,19733,ST GEORGES,F,1,2,1,2,0,3,0,0
45-50,19731,PORT PENN,M,4,4,0,8,4,4,0,0
26-30,19955,KENTON,M,3,8,1,10,2,9,1,0
66-70,19802,WILMINGTON DELA,M,1,0,0,1,1,0,0,0
45-50,19944,FENWICK ISLAND,F,5,1,0,6,5,1,0,0
21-25,19936,CHESWOLD,F,5,5,1,9,4,6,1,0
21-25,19804,NEWPORT,M,8,6,1,13,7,7,0,2
71+,19954,HOUSTON,M,39,52,1,90,38,53,0,2
36-40,19731,PORT PENN,M,4,3,0,7,4,3,0,1
31-35,19733,SAINT GEORGES,F,6,4,1,9,5,5,1,0
56-60,19939,DAGSBORO DE,M,1,0,0,1,1,0,0,0
61-65,19901,LEIPSIC,M,3,4,0,7,3,4,0,0
41-45,19931,BETHEL,M,5,2,0,7,5,2,0,0
26-30,19801,NEWCASTLE,M,0,1,0,1,0,1,0,1
66-70,19731,PORT PENN,M,4,8,0,12,4,8,0,0
56-60,19930,BETHANY BEACH,F,74,21,0,95,74,21,0,1
51-55,19720,NEWCASTLE DELAW,M,0,1,0,1,0,1,0,1
51-55,19954,HOUSTON,M,39,38,4,73,35,42,3,4
61-65,19803,TALLEYVILLE,M,9,5,0,14,9,5,0,0
41-45,19973,BLADES,F,1,3,0,4,1,3,0,0
31-35,19710,MONTCHANIN,M,1,1,0,2,1,1,0,0
41-45,19934,CAMDEN WYO,F,11,5,0,16,11,5,0,0
61-65,19934,CAMDEN-WYOMING,M,32,32,0,64,32,32,0,3
66-70,19808,MARSHALLTON,M,0,2,0,2,0,2,0,0
71+,19809,WILMINGTN,F,0,1,0,1,0,1,0,0
36-40,19951,HARBESON,M,25,26,2,49,23,28,3,4
16-17,19805,ELSMERE,M,2,1,0,3,2,1,0,0
51-55,19720,NEW CASTLE DE,M,1,0,1,0,0,1,0,0
71+,19955,KENTON,F,5,15,0,20,5,15,0,0
31-35,19902,DOVER AFB,M,6,2,0,8,6,2,1,0
26-30,19934,CAMDEN WYO,F,6,6,1,11,5,7,0,0
66-70,19941,ELLENDALE,F,48,45,0,93,48,45,1,0
16-17,19954,HOUSTON,F,3,3,0,6,3,3,0,0
51-55,19971,DEWEY BEACH,F,9,2,0,11,9,2,0,0
66-70,19708,KIRKWOOD,M,1,1,0,2,1,1,0,0
61-65,19809,BELLEFONTE,F,6,2,0,8,6,2,0,0
56-60,19971,REHOBOTH,F,2,6,0,8,2,6,0,0
56-60,19712,NEWARK,M,0,1,0,1,0,1,0,1
71+,19964,MARYDEL,F,38,44,5,77,33,49,0,2
56-60,19980,WOODSIDE,M,3,5,0,8,3,5,0,0
31-35,19979,VIOLA,M,15,8,2,21,13,10,1,0
16-17,19936,CHESWOLD,F,1,0,0,1,1,0,0,0
56-60,19731,PORT PENN,F,4,2,0,6,4,2,0,0
61-65,19736,YORKLYN,M,4,3,0,7,4,3,0,0
71+,19931,BETHEL,F,14,20,1,33,13,21,0,1
36-40,19901,LEIPSIC,M,1,4,0,5,1,4,0,1
66-70,19706,DELAWARE CITY,F,38,37,2,73,36,39,2,0
66-70,19944,FENWICK ISLE,M,1,0,0,1,1,0,0,0
45-50,19934,CAMDEN WYO,M,6,2,0,8,6,2,0,0
31-35,19735,WINTERTHUR,F,3,0,0,3,3,0,0,0
56-60,19980,WOODSIDE,F,8,6,0,14,8,6,0,0
36-40,19934,WYOMING,M,27,21,1,47,26,22,1,2
56-60,19944,FENWICK ISLAND,F,11,6,0,17,11,6,0,0
45-50,19809,BELLEFONTE,M,1,2,0,3,1,2,0,0
56-60,19979,VIOLA,M,17,15,2,30,15,17,0,0
61-65,19731,PORT PENN,M,5,3,0,8,5,3,0,0
41-45,19971,REHOBOTH BCH,F,19,6,0,25,19,6,1,0
66-70,19954,HOUSTON,F,24,30,1,53,23,31,0,1
36-40,19803,TALLEYVILLE,F,13,7,0,20,13,7,0,0
51-55,19706,DELAWARE CITY,F,36,29,4,61,32,33,1,2
36-40,19971,DEWEY BEACH,F,3,0,0,3,3,0,0,0
71+,19732,ROCKLAND,F,13,15,1,27,12,16,0,0
61-65,19934,WYOMING,M,29,26,2,53,27,28,0,2
56-60,19809,BELLEFONTE,M,4,1,0,5,4,1,0,0
56-60,19710,MONTCHANIN,M,6,1,0,7,6,1,0,1
26-30,19961,LITTLE CREEK,M,2,0,1,1,1,1,1,0
71+,19966,LONGNECK,M,1,0,0,1,1,0,0,0
66-70,19944,FENWICK ISLAND,F,26,5,0,31,26,5,0,0
45-50,19952,HARRINTON,F,0,1,0,1,0,1,0,0
26-30,19702,CHRISTIANA,F,2,1,0,3,2,1,0,1
