Age Range,Zip Code,City,Gender,Donors,Non-Donors,ID Card Donors,ID Card Non-Donors,Driver License Donors,Driver License Non-Donors,ID Card/Driver License Donors,ID Card/Driver License Non-Donors
41-45,19702,NEWARK,F,1024,921,49,1896,975,970,43,84
31-35,19804,NEWPORT,M,11,9,1,19,10,10,0,2
66-70,19801,WILMINGTON,M,92,191,26,257,66,217,5,18
71+,19950,GREENWOOD,F,165,279,5,439,160,284,2,2
71+,19802,WILMINGTON,F,358,789,29,1118,329,818,4,16
18-20,19901,DOVER,F,319,256,22,553,297,278,46,54
51-55,19971,REHOBOTH BCH,M,15,9,1,23,14,10,0,0
18-20,19709,MIDDLETOWN,F,636,383,39,980,597,422,51,37
66-70,19810,WILMINGTON,M,426,345,10,761,416,355,5,8
31-35,19934,WYOMING,M,34,29,2,61,32,31,3,3
21-25,19702,NEWARK,F,1011,887,82,1816,929,969,131,171
41-45,19804,WILMINGTON,M,253,270,19,504,234,289,20,35
61-65,19964,MARYDEL,M,22,26,0,48,22,26,1,1
21-25,19963,MILFORD,F,345,264,27,582,318,291,39,48
71+,19734,TOWNSEND,F,231,350,13,568,218,363,3,2
36-40,19703,CLAYMONT,M,281,370,26,625,255,396,24,32
56-60,19940,DELMAR,F,121,100,4,217,117,104,2,3
31-35,19933,BRIDGEVILLE,F,161,138,8,291,153,146,10,22
56-60,19806,WILMINGTON,F,213,71,8,276,205,79,7,3
71+,19701,BEAR,M,610,882,28,1464,582,910,9,12
26-30,19970,OCEAN VIEW,M,105,33,11,127,94,44,16,2
21-25,19939,DAGSBORO,M,88,81,4,165,84,85,9,17
31-35,19953,HARTLY,F,89,47,7,129,82,54,9,5
21-25,19975,SELBYVILLE,F,110,52,5,157,105,57,7,4
26-30,19707,HOCKESSIN,F,301,108,4,405,297,112,10,1
26-30,19711,NEWARK,M,1239,1031,98,2172,1141,1129,126,173
56-60,19934,CAMDEN WYOMING,F,195,115,3,307,192,118,2,3
56-60,19945,FRANKFORD,F,211,136,3,344,208,139,4,2
66-70,19808,WILMINGTON,F,752,483,18,1217,734,501,8,6
56-60,19934,WYOMING,M,20,18,0,38,20,18,1,1
56-60,19963,MILFORD,F,403,310,9,704,394,319,11,11
16-17,19950,GREENWOOD,F,16,12,1,27,15,13,2,3
61-65,19930,BETHANY BEACH,M,81,35,2,114,79,37,1,0
66-70,19711,NEWARK,M,709,550,9,1250,700,559,7,6
21-25,19711,NEWARK,M,1062,892,77,1877,985,969,101,133
31-35,19950,GREENWOOD,M,125,124,13,236,112,137,10,11
66-70,19701,BEAR,M,495,526,7,1014,488,533,6,14
26-30,19709,MIDDLETOWN,F,922,515,52,1385,870,567,65,44
66-70,19809,WILMINGTON,F,239,181,5,415,234,186,1,4
21-25,19808,WILMINGTON,M,714,469,47,1136,667,516,63,78
16-17,19971,REHOBOTH BEACH,F,27,12,2,37,25,14,3,2
18-20,19946,FREDERICA,F,53,30,8,75,45,38,14,1
31-35,19904,DOVER,F,689,623,62,1250,627,685,53,82
61-65,19963,MILFORD,F,395,315,9,701,386,324,5,4
31-35,19968,MILTON,F,259,102,8,353,251,110,12,12
18-20,19975,SELBYVILLE,F,60,30,1,89,59,31,3,6
36-40,19953,HARTLY,M,64,69,7,126,57,76,9,4
45-50,19960,LINCOLN,F,112,133,3,242,109,136,5,6
26-30,19971,REHOBOTH BEACH,M,167,125,19,273,148,144,22,18
56-60,19904,DOVER,F,647,637,30,1254,617,667,15,17
41-45,19703,CLAYMONT,F,219,208,10,417,209,218,14,13
66-70,19947,GEORGETOWN,F,273,273,9,537,264,282,3,5
51-55,19938,CLAYTON,M,152,238,9,381,143,247,4,8
56-60,19703,CLAYMONT,M,238,240,14,464,224,254,8,9
36-40,19943,FELTON,F,263,159,18,404,245,177,20,8
21-25,19807,WILMINGTON,F,202,58,2,258,200,60,1,4
26-30,19805,WILMINGTON,M,725,871,135,1461,590,1006,98,187
51-55,19734,TOWNSEND,F,274,205,8,471,266,213,5,2
51-55,19936,CHESWOLD,M,3,10,0,13,3,10,1,0
71+,19933,BRIDGEVILLE,F,323,461,9,775,314,470,5,1
21-25,19809,BELLEFONTE,F,2,1,0,3,2,1,0,0
61-65,19804,WILMINGTON,F,334,272,8,598,326,280,6,6
45-50,19975,SELBYVILLE,F,138,81,2,217,136,83,0,0
41-45,19951,HARBESON,M,27,35,4,58,23,39,1,3
56-60,19934,CAMDEN-WYOMING,M,36,40,2,74,34,42,1,2
61-65,19966,MILLSBORO,M,577,560,14,1123,563,574,14,17
66-70,19807,WILMINGTON,F,191,79,1,269,190,80,3,2
45-50,19730,ODESSA,F,16,7,1,22,15,8,0,1
61-65,19901,DOVER,F,517,494,30,981,487,524,12,16
51-55,19711,NEWARK,M,870,604,22,1452,848,626,25,19
45-50,19970,OCEAN VIEW,M,91,70,7,154,84,77,2,4
45-50,19901,DOVER,F,533,479,28,984,505,507,19,35
18-20,19952,HARRINGTON,F,120,94,5,209,115,99,12,16
36-40,19953,HARTLY,F,94,48,9,133,85,57,7,4
66-70,19711,NEWARK,F,814,536,15,1335,799,551,3,2
56-60,19802,WILMINGTON,F,328,535,38,825,290,573,13,25
26-30,19975,SELBYVILLE,F,144,61,11,194,133,72,14,6
51-55,19964,MARYDEL,F,28,23,2,49,26,25,2,0
16-17,19943,FELTON,F,41,20,4,57,37,24,11,3
56-60,19808,WILMINGTON,F,969,593,24,1538,945,617,16,13
56-60,19810,WILMINGTON,F,674,380,10,1044,664,390,7,8
21-25,19930,BETHANY BEACH,M,26,13,4,35,22,17,3,0
71+,19703,CLAYMONT,F,300,480,25,755,275,505,3,7
36-40,19970,OCEAN VIEW,F,71,33,1,103,70,34,1,2
18-20,19960,LINCOLN,M,57,80,9,128,48,89,11,27
21-25,19934,CAMDEN-WYOMING,M,3,3,1,5,2,4,0,1
36-40,19804,WILMINGTON,F,367,260,28,599,339,288,23,33
41-45,19713,NEWARK,F,479,450,23,906,456,473,21,31
56-60,19946,FREDERICA,F,90,75,4,161,86,79,1,3
51-55,19805,WILMINGTON,F,558,555,53,1060,505,608,29,50
66-70,19710,MONTCHANIN,F,2,0,1,1,1,1,1,0
61-65,19956,LAUREL,M,242,313,10,545,232,323,4,9
51-55,19966,MILLSBORO,F,529,418,21,926,508,439,17,20
61-65,19952,HARRINGTON,F,196,191,2,385,194,193,0,3
51-55,19803,WILMINGTON,F,588,224,6,806,582,230,4,6
16-17,19809,WILMINGTON,M,27,13,2,38,25,15,3,2
61-65,19904,DOVER,M,466,531,23,974,443,554,14,25
36-40,19960,LINCOLN,M,133,139,29,243,104,168,15,20
45-50,19701,BEAR,F,858,779,16,1621,842,795,18,29
21-25,19711,NEWARK,F,1133,617,49,1701,1084,666,79,97
26-30,19954,HOUSTON,F,41,23,5,59,36,28,6,4
26-30,19941,ELLENDALE,M,49,54,12,91,37,66,9,16
45-50,19702,NEWARK,F,990,892,45,1837,945,937,31,54
26-30,19953,HARTLY,F,83,48,4,127,79,52,4,5
41-45,19971,REHOBOTH BEACH,F,142,73,9,206,133,82,13,4
16-17,19706,DELAWARE CITY,M,6,3,1,8,5,4,2,0
56-60,19904,DOVER,M,510,643,42,1111,468,685,16,30
41-45,19934,CAMDEN,M,42,41,4,79,38,45,3,5
71+,19707,HOCKESSIN,F,680,628,41,1267,639,669,3,8
61-65,19933,BRIDGEVILLE,M,146,208,5,349,141,213,4,7
51-55,19901,DOVER,F,542,440,38,944,504,478,19,19
16-17,19952,HARRINGTON,M,13,25,3,35,10,28,4,2
56-60,19975,SELBYVILLE,M,222,147,9,360,213,156,8,4
66-70,19934,CAMDEN WYOMING,F,122,100,2,220,120,102,1,1
16-17,19702,NEWARK,M,116,113,10,219,106,123,18,17
71+,19702,NEWARK,F,691,1000,28,1663,663,1028,5,12
66-70,19973,SEAFORD,M,322,440,8,754,314,448,6,17
31-35,19808,WILMINGTON,M,796,527,44,1279,752,571,62,51
18-20,19804,WILMINGTON,M,140,159,15,284,125,174,22,42
16-17,19706,DELAWARE CITY,F,9,3,1,11,8,4,2,1
61-65,19934,CAMDEN WYOMING,M,145,139,1,283,144,140,4,4
61-65,19975,SELBYVILLE,M,251,213,0,464,251,213,0,10
56-60,19805,WILMINGTON,M,489,654,55,1088,434,709,31,58
16-17,19947,GEORGETOWN,M,41,51,2,90,39,53,5,12
16-17,19947,GEORGETOWN,F,48,34,3,79,45,37,11,12
51-55,19934,CAMDEN,M,48,46,3,91,45,49,2,3
61-65,19934,WYOMING,F,38,20,1,57,37,21,1,1
31-35,19706,DELAWARE CITY,M,50,36,7,79,43,43,4,7
51-55,19968,MILTON,F,261,134,7,388,254,141,4,4
45-50,19967,MILLVILLE,F,18,12,2,28,16,14,1,0
18-20,19901,DOVER,M,235,237,34,438,201,271,52,57
21-25,19806,WILMINGTON,F,178,62,8,232,170,70,7,5
61-65,19973,SEAFORD,M,351,459,17,793,334,476,4,21
18-20,19967,MILLVILLE,F,10,1,0,11,10,1,0,0
21-25,19971,REHOBOTH BCH,M,7,2,0,9,7,2,1,0
26-30,19946,FREDERICA,M,94,75,16,153,78,91,17,15
51-55,19703,CLAYMONT,F,253,219,8,464,245,227,2,8
18-20,19801,WILMINGTON,F,67,94,7,154,60,101,22,38
61-65,19803,WILMINGTON,M,515,316,8,823,507,324,8,5
56-60,19803,TALLEYVILLE,M,3,6,0,9,3,6,0,0
36-40,19971,REHOBOTH BCH,M,20,13,2,31,18,15,2,0
16-17,19707,HOCKESSIN,M,62,28,1,89,61,29,3,2
26-30,19944,FENWICK ISLAND,M,12,8,2,18,10,10,2,0
31-35,19702,NEWARK,F,1197,1291,96,2392,1101,1387,101,162
36-40,19967,MILLVILLE,M,17,15,1,31,16,16,2,1
26-30,19954,HOUSTON,M,42,33,3,72,39,36,3,4
18-20,19902,DOVER AFB,M,0,3,0,3,0,3,0,0
51-55,19946,FREDERICA,F,94,96,6,184,88,102,5,5
21-25,19953,HARTLY,F,76,44,3,117,73,47,4,10
56-60,19713,NEWARK,F,565,482,29,1018,536,511,12,14
51-55,19901,DOVER,M,452,542,38,956,414,580,22,37
41-45,19950,GREENWOOD,M,96,106,10,192,86,116,10,6
51-55,19720,NEW CASTLE,M,881,1253,81,2053,800,1334,56,104
26-30,19964,MARYDEL,M,29,20,4,45,25,24,3,0
18-20,19956,LAUREL,M,157,118,7,268,150,125,16,16
26-30,19958,LEWES,M,362,183,33,512,329,216,44,23
31-35,19931,BETHEL,F,7,1,0,8,7,1,0,0
66-70,19730,ODESSA,M,13,5,1,17,12,6,1,0
61-65,19977,SMYRNA,F,401,400,15,786,386,415,4,6
16-17,19975,SELBYVILLE,M,16,16,0,32,16,16,0,1
36-40,19950,GREENWOOD,F,134,82,10,206,124,92,8,8
31-35,19958,LEWES,M,312,226,33,505,279,259,32,30
21-25,19938,CLAYTON,M,164,127,16,275,148,143,25,13
41-45,19939,DAGSBORO,F,99,62,2,159,97,64,5,2
61-65,19971,REHOBOTH BEACH,F,542,204,7,739,535,211,4,6
26-30,19977,SMYRNA,M,444,382,57,769,387,439,60,47
66-70,19804,WILMINGTON,F,249,206,10,445,239,216,2,4
56-60,19967,MILLVILLE,F,56,17,1,72,55,18,1,0
61-65,19934,CAMDEN,F,48,50,0,98,48,50,0,1
16-17,19701,BEAR,M,113,81,9,185,104,90,16,12
41-45,19956,LAUREL,F,246,181,9,418,237,190,8,7
56-60,19901,DOVER,F,566,522,27,1061,539,549,19,22
41-45,19720,HISTORIC NEW CA,F,1,0,0,1,1,0,1,0
36-40,19939,DAGSBORO,M,84,89,10,163,74,99,3,7
31-35,19941,ELLENDALE,F,51,52,3,100,48,55,5,3
18-20,19953,HARTLY,M,40,27,3,64,37,30,5,3
21-25,19977,SMYRNA,F,427,364,44,747,383,408,58,58
16-17,19805,WILMINGTON,M,49,65,3,111,46,68,6,15
51-55,19804,NEWPORT,M,5,6,1,10,4,7,1,1
26-30,19901,DOVER,M,687,671,90,1268,597,761,78,118
41-45,19977,SMYRNA,F,477,380,13,844,464,393,16,20
56-60,19963,MILFORD,M,295,314,21,588,274,335,10,11
66-70,19733,ST GEORGES,M,1,2,0,3,1,2,0,0
66-70,19901,DOVER,F,435,500,6,929,429,506,4,16
56-60,19977,SMYRNA,M,372,424,21,775,351,445,13,12
18-20,19947,GEORGETOWN,F,154,161,15,300,139,176,21,38
18-20,19967,MILLVILLE,M,9,2,0,11,9,2,0,0
51-55,19977,SMYRNA,M,356,414,23,747,333,437,21,23
31-35,19951,HARBESON,M,24,21,3,42,21,24,4,5
26-30,19804,WILMINGTON,M,393,317,38,672,355,355,43,59
18-20,19801,WILMINGTON,M,30,98,6,122,24,104,11,41
71+,19930,BETHANY BEACH,M,353,211,11,553,342,222,1,1
21-25,19947,GEORGETOWN,F,290,259,27,522,263,286,41,57
21-25,19967,MILLVILLE,F,20,4,3,21,17,7,3,0
56-60,19702,NEWARK,M,823,896,39,1680,784,935,34,33
26-30,19952,HARRINGTON,F,192,149,17,324,175,166,20,20
56-60,19943,FELTON,M,231,299,11,519,220,310,7,20
41-45,19958,LEWES,F,401,163,8,556,393,171,11,4
36-40,19904,DOVER,F,649,524,49,1124,600,573,36,62
51-55,19945,FRANKFORD,M,117,147,9,255,108,156,6,10
56-60,19962,MAGNOLIA,M,222,235,6,451,216,241,10,20
31-35,19901,DOVER,F,674,580,65,1189,609,645,61,89
18-20,19734,TOWNSEND,M,153,125,4,274,149,129,12,14
45-50,19943,FELTON,M,212,225,13,424,199,238,14,13
45-50,19934,CAMDEN,F,54,42,2,94,52,44,2,2
45-50,19979,VIOLA,M,7,11,1,17,6,12,0,1
61-65,19950,GREENWOOD,F,138,118,2,254,136,120,2,2
61-65,19702,NEWARK,F,790,799,15,1574,775,814,13,14
21-25,19801,WILMINGTON,M,146,225,31,340,115,256,32,71
45-50,19960,LINCOLN,M,95,133,8,220,87,141,4,11
56-60,19975,SELBYVILLE,F,288,127,3,412,285,130,1,2
36-40,19963,MILFORD,F,336,282,19,599,317,301,24,34
61-65,19802,WILMINGTON,F,329,485,28,786,301,513,8,13
26-30,19709,MIDDLETOWN,M,788,531,61,1258,727,592,76,58
18-20,19808,WILMINGTON,F,398,192,14,576,384,206,30,27
41-45,19734,TOWNSEND,F,325,202,8,519,317,210,4,8
56-60,19966,MILLSBORO,F,708,507,11,1204,697,518,12,18
66-70,19801,WILMINGTON,F,98,184,12,270,86,196,5,4
21-25,19902,DOVER,M,27,19,2,44,25,21,3,1
66-70,19805,WILMINGTON,F,348,378,25,701,323,403,9,10
61-65,19962,MAGNOLIA,F,218,184,7,395,211,191,1,3
71+,19973,SEAFORD,M,606,895,19,1482,587,914,9,23
21-25,19934,CAMDEN WYO,M,3,0,0,3,3,0,1,0
56-60,19977,SMYRNA,F,450,435,16,869,434,451,11,9
61-65,19938,CLAYTON,M,144,163,3,304,141,166,4,5
21-25,19804,WILMINGTON,F,322,201,37,486,285,238,53,37
31-35,19717,NEWARK,F,1,1,0,2,1,1,1,0
21-25,19707,HOCKESSIN,M,379,206,12,573,367,218,21,14
51-55,19801,WILMINGTON,M,166,256,40,382,126,296,17,26
21-25,19805,WILMINGTON,M,469,660,92,1037,377,752,110,206
16-17,19960,LINCOLN,M,16,22,3,35,13,25,4,3
31-35,19703,CLAYMONT,M,349,391,30,710,319,421,28,40
56-60,19806,WILMINGTON,M,168,96,10,254,158,106,7,5
51-55,19971,REHOBOTH BEACH,M,287,203,12,478,275,215,7,7
18-20,19711,NEWARK,F,446,203,21,628,425,224,35,26
71+,19933,BRIDGEVILLE,M,311,424,7,728,304,431,1,7
61-65,19934,CAMDEN WYOMING,F,155,120,1,274,154,121,2,5
31-35,19958,LEWES,F,379,153,25,507,354,178,26,11
71+,19970,OCEAN VIEW,F,685,551,13,1223,672,564,4,4
16-17,19933,BRIDGEVILLE,M,21,17,1,37,20,18,3,5
45-50,19934,CAMDEN WYOMING,M,148,118,2,264,146,120,3,2
21-25,19931,BETHEL,M,5,4,1,8,4,5,1,0
61-65,19971,REHOBOTH BCH,M,12,14,0,26,12,14,0,1
45-50,19939,DAGSBORO,M,110,95,3,202,107,98,4,9
61-65,19930,BETHANY BEACH,F,109,42,0,151,109,42,0,0
16-17,19803,WILMINGTON,F,106,21,1,126,105,22,3,1
16-17,19803,WILMINGTON,M,85,25,1,109,84,26,4,1
51-55,19970,OCEAN VIEW,F,142,60,1,201,141,61,1,0
56-60,19952,HARRINGTON,M,181,194,11,364,170,205,10,13
36-40,19934,CAMDEN,M,55,45,8,92,47,53,4,2
31-35,19943,FELTON,F,281,183,20,444,261,203,22,21
71+,19809,BELLEFONTE,F,2,2,0,4,2,2,0,0
45-50,19966,MILLSBORO,M,365,390,31,724,334,421,26,30
41-45,19901,DOVER,M,394,483,53,824,341,536,32,55
56-60,19804,NEWPORT,M,10,3,1,12,9,4,1,0
61-65,19805,ELSMERE,F,6,5,0,11,6,5,0,0
66-70,19966,MILLSBORO,M,733,680,8,1405,725,688,4,10
36-40,19801,WILMINGTON,M,264,405,63,606,201,468,23,80
71+,19967,MILLVILLE,F,108,67,2,173,106,69,0,0
36-40,19980,WOODSIDE,M,3,3,0,6,3,3,1,0
66-70,19952,HARRINGTON,M,127,173,4,296,123,177,3,3
45-50,19701,BEAR,M,710,810,37,1483,673,847,30,29
45-50,19966,MILLSBORO,F,433,304,28,709,405,332,20,15
41-45,19802,WILMINGTON,F,363,476,39,800,324,515,18,42
31-35,19711,NEWARK,M,1044,738,76,1706,968,814,83,79
56-60,19701,BEAR,M,771,823,23,1571,748,846,17,24
36-40,19943,FELTON,M,225,203,21,407,204,224,22,33
18-20,19962,MAGNOLIA,F,191,108,16,283,175,124,24,12
21-25,19971,REHOBOTH BEACH,M,148,98,14,232,134,112,20,11
26-30,19934,CAMDEN WYO,M,5,5,0,10,5,5,0,0
56-60,19946,FREDERICA,M,82,88,5,165,77,93,1,6
41-45,19810,WILMINGTON,M,438,316,22,732,416,338,20,24
51-55,19956,LAUREL,F,328,273,6,595,322,279,2,16
71+,19975,SELBYVILLE,M,616,575,15,1176,601,590,4,1
61-65,19971,DEWEY BEACH,F,14,1,0,15,14,1,0,0
21-25,19702,NEWARK,M,956,967,104,1819,852,1071,139,188
21-25,19940,DELMAR,F,140,60,8,192,132,68,15,7
45-50,19805,WILMINGTON,M,458,653,61,1050,397,714,59,82
41-45,19970,MILLVILLE,M,1,0,0,1,1,0,1,0
21-25,19952,HARRINGTON,M,181,163,23,321,158,186,32,23
21-25,19701,BEAR,F,845,610,59,1396,786,669,81,88
36-40,19734,TOWNSEND,M,241,192,15,418,226,207,9,12
31-35,19934,CAMDEN WYOMING,M,116,107,12,211,104,119,10,8
18-20,19968,MILTON,F,88,53,8,133,80,61,18,13
31-35,19975,SELBYVILLE,F,117,68,5,180,112,73,7,6
41-45,19716,NEWARK,M,1,1,0,2,1,1,1,0
71+,19808,WILMINGTON,M,876,1260,49,2087,827,1309,9,20
61-65,19711,NEWARK,F,1021,549,4,1566,1017,553,5,7
31-35,19950,GREENWOOD,F,145,83,8,220,137,91,9,9
71+,19934,CAMDEN,M,103,125,1,227,102,126,2,6
36-40,19808,WILMINGTON,F,807,512,32,1287,775,544,31,30
61-65,19809,WILMINGTON,F,358,202,7,553,351,209,3,4
41-45,19944,FENWICK ISLAND,F,7,2,2,7,5,4,1,0
45-50,19945,FRANKFORD,F,122,90,7,205,115,97,2,1
21-25,19947,GEORGETOWN,M,279,346,46,579,233,392,55,93
56-60,19952,HARRINGTON,F,220,198,6,412,214,204,5,3
66-70,19971,DEWEY BEACH,M,9,7,0,16,9,7,0,0
26-30,19939,DAGSBORO,M,98,78,13,163,85,91,13,9
21-25,19933,BRIDGEVILLE,M,148,151,19,280,129,170,29,34
36-40,19970,OCEAN VIEW,M,73,58,7,124,66,65,6,6
36-40,19702,NEWARK,F,1100,1086,62,2124,1038,1148,63,102
31-35,19806,WILMINGTON,M,334,133,13,454,321,146,10,10
21-25,19946,FREDERICA,M,69,65,10,124,59,75,7,11
51-55,19968,MILTON,M,204,177,9,372,195,186,7,8
45-50,19947,GEORGETOWN,F,258,270,14,514,244,284,8,21
21-25,19902,DOVER AFB,F,3,4,0,7,3,4,0,0
51-55,19963,MILFORD,M,274,331,9,596,265,340,11,12
21-25,19966,MILLSBORO,M,371,305,42,634,329,347,67,62
41-45,19734,TOWNSEND,M,261,233,7,487,254,240,8,8
61-65,19933,BRIDGEVILLE,F,164,173,2,335,162,175,4,4
45-50,19955,KENTON,M,5,2,0,7,5,2,0,0
51-55,19971,REHOBOTH BCH,F,11,3,0,14,11,3,0,0
21-25,19703,CLAYMONT,M,216,214,32,398,184,246,25,38
41-45,19709,MIDDLETOWN,F,1079,692,26,1745,1053,718,24,20
66-70,19977,SMYRNA,M,260,345,6,599,254,351,7,15
66-70,19958,LEWES,M,918,522,9,1431,909,531,8,9
36-40,19971,REHOBOTH BEACH,M,185,108,15,278,170,123,15,15
56-60,19804,WILMINGTON,M,287,370,20,637,267,390,16,16
36-40,19713,NEWARK,F,553,519,47,1025,506,566,35,66
21-25,19970,OCEAN VIEW,M,90,43,7,126,83,50,11,6
45-50,19805,WILMINGTON,F,555,542,62,1035,493,604,44,47
61-65,19966,MILLSBORO,F,890,614,16,1488,874,630,8,4
41-45,19808,MARSHALLTON,F,2,3,0,5,2,3,1,0
61-65,19968,MILTON,F,435,258,4,689,431,262,2,6
66-70,19939,DAGSBORO,F,217,135,1,351,216,136,0,1
45-50,19720,NEW CASTLE,F,918,1199,61,2056,857,1260,35,78
16-17,19970,OCEAN VIEW,M,9,6,1,14,8,7,2,0
26-30,19944,FENWICK ISLAND,F,6,5,0,11,6,5,0,1
26-30,19945,FRANKFORD,M,133,92,13,212,120,105,15,17
16-17,19707,HOCKESSIN,F,90,29,1,118,89,30,1,2
61-65,19808,WILMINGTON,M,794,589,16,1367,778,605,17,12
45-50,19950,GREENWOOD,F,111,94,4,201,107,98,3,3
51-55,19806,WILMINGTON,F,219,80,7,292,212,87,5,5
26-30,19930,BETHANY BEACH,F,31,4,0,35,31,4,0,1
16-17,19964,MARYDEL,F,1,1,0,2,1,1,0,0
61-65,19951,HARBESON,M,46,42,2,86,44,44,2,1
41-45,19952,HARRINGTON,M,130,159,20,269,110,179,11,14
61-65,19707,HOCKESSIN,F,436,246,4,678,432,250,4,0
61-65,19967,MILLVILLE,F,120,41,0,161,120,41,0,0
56-60,19801,WILMINGTON,M,162,299,64,397,98,363,15,36
26-30,19736,YORKLYN,M,3,1,0,4,3,1,1,0
45-50,19944,FENWICK ISL,M,1,0,0,1,1,0,1,0
56-60,19809,WILMINGTON,F,325,197,10,512,315,207,7,6
56-60,19734,TOWNSEND,F,270,195,4,461,266,199,5,0
26-30,19936,CHESWOLD,M,5,7,2,10,3,9,2,1
51-55,19947,GEORGETOWN,M,222,338,16,544,206,354,13,29
16-17,19709,MIDDLETOWN,F,213,146,5,354,208,151,11,15
18-20,19805,WILMINGTON,F,312,283,43,552,269,326,59,76
56-60,19951,HARBESON,M,42,37,1,78,41,38,3,2
18-20,19808,MARSHALLTON,F,2,0,0,2,2,0,0,0
51-55,19973,SEAFORD,M,322,465,26,761,296,491,23,30
41-45,19804,NEWPORT,F,9,4,0,13,9,4,0,0
31-35,19938,CLAYTON,M,179,154,11,322,168,165,15,18
36-40,19899,WILMINGTON,F,2,0,0,2,2,0,0,0
45-50,19706,DELAWARE CITY,F,35,23,2,56,33,25,1,1
36-40,19807,WILMINGTON,M,96,82,5,173,91,87,1,6
51-55,19943,FELTON,F,251,214,5,460,246,219,5,8
71+,19946,FREDERICA,F,108,158,7,259,101,165,1,3
18-20,19940,DELMAR,M,68,61,5,124,63,66,7,6
66-70,19707,HOCKESSIN,M,326,273,4,595,322,277,4,7
56-60,19711,NEWARK,F,1130,559,14,1675,1116,573,12,10
51-55,19931,BETHEL,M,5,4,0,9,5,4,1,1
41-45,19945,FRANKFORD,F,111,75,6,180,105,81,9,4
45-50,19962,MAGNOLIA,F,293,188,5,476,288,193,6,10
18-20,19963,MILFORD,M,151,157,13,295,138,170,17,22
41-45,19802,WILMINGTON,M,307,522,72,757,235,594,40,82
41-45,19808,WILMINGTON,M,629,555,30,1154,599,585,31,46
66-70,19947,GEORGETOWN,M,208,306,4,510,204,310,2,10
36-40,19936,CHESWOLD,F,7,6,1,12,6,7,1,1
56-60,19970,OCEAN VIEW,F,237,96,8,325,229,104,7,0
26-30,19971,REHOBOTH BCH,F,24,9,2,31,22,11,2,1
21-25,19709,MIDDLETOWN,M,990,640,60,1570,930,700,96,68
71+,19736,YORKLYN,F,14,7,0,21,14,7,0,0
51-55,19934,WYOMING,F,30,17,0,47,30,17,0,2
66-70,19703,CLAYMONT,M,149,161,6,304,143,167,3,3
71+,19950,GREENWOOD,M,180,269,6,443,174,275,2,1
26-30,19720,NEW CASTLE,F,1124,1116,133,2107,991,1249,156,201
31-35,19947,GEORGETOWN,M,258,351,50,559,208,401,38,41
61-65,19970,OCEAN VIEW,F,368,131,1,498,367,132,1,0
36-40,19806,WILMINGTON,F,260,79,10,329,250,89,12,9
26-30,19706,DELAWARE CITY,M,40,27,2,65,38,29,5,3
51-55,19941,ELLENDALE,M,39,62,4,97,35,66,3,2
21-25,19964,MARYDEL,F,39,11,5,45,34,16,6,3
26-30,19801,WILMINGTON,F,376,476,69,783,307,545,60,121
36-40,19805,WILMINGTON,M,677,816,109,1384,568,925,88,136
41-45,19962,MAGNOLIA,M,209,178,13,374,196,191,7,13
31-35,19934,CAMDEN,M,66,46,8,104,58,54,9,5
18-20,19805,WILMINGTON,M,238,330,30,538,208,360,52,115
71+,19707,HOCKESSIN,M,596,584,29,1151,567,613,8,6
18-20,19802,WILMINGTON,M,133,221,25,329,108,246,38,78
71+,19943,FELTON,M,286,441,13,714,273,454,6,5
21-25,19963,MILFORD,M,299,284,31,552,268,315,34,61
56-60,19720,NEW CASTLE,F,1011,1161,46,2126,965,1207,27,47
71+,19952,HARRINGTON,F,260,461,15,706,245,476,1,7
71+,19979,VIOLA,F,19,31,1,49,18,32,0,2
31-35,19707,HOCKESSIN,M,267,145,9,403,258,154,13,12
16-17,19808,WILMINGTON,M,112,61,7,166,105,68,11,6
45-50,19810,WILMINGTON,F,580,295,12,863,568,307,10,10
16-17,19939,DAGSBORO,F,25,10,2,33,23,12,5,3
71+,19931,BETHEL,M,12,18,0,30,12,18,0,0
31-35,19971,REHOBOTH BCH,F,21,5,1,25,20,6,2,0
61-65,19805,WILMINGTON,F,476,477,34,919,442,511,10,14
71+,19806,WILMINGTON,F,471,409,48,832,423,457,4,9
18-20,19931,BETHEL,M,3,0,0,3,3,0,2,0
26-30,19809,WILMINGTON,F,301,221,17,505,284,238,25,36
41-45,19809,WILMINGTON,M,229,178,13,394,216,191,12,7
31-35,19963,MILFORD,F,377,296,22,651,355,318,30,36
26-30,19703,CLAYMONT,M,322,331,39,614,283,370,32,41
56-60,19938,CLAYTON,M,149,168,6,311,143,174,6,6
18-20,19934,CAMDEN WYOMING,F,117,57,7,167,110,64,12,7
66-70,19804,WILMINGTON,M,177,204,13,368,164,217,3,10
41-45,19943,FELTON,M,169,176,16,329,153,192,8,17
26-30,19938,CLAYTON,F,176,133,10,299,166,143,11,11
41-45,19975,SELBYVILLE,F,114,68,4,178,110,72,6,3
36-40,19804,NEWPORT,F,12,3,0,15,12,3,1,0
56-60,19701,BEAR,F,999,726,17,1708,982,743,10,16
71+,19802,WILMINGTON,M,266,551,23,794,243,574,4,27
41-45,19930,BETHANY BEACH,F,17,3,1,19,16,4,1,0
31-35,19934,CAMDEN,F,70,42,5,107,65,47,5,2
16-17,19962,MAGNOLIA,F,59,33,4,88,55,37,10,10
56-60,19805,ELSMERE,M,9,13,0,22,9,13,0,1
